0, 0, 700, 8000, 3, 0, 3099.5, 0.0702188, 61248.3, 0.600896, 1.50561, 191.843, 
0, 0, 700, 8000, 3, 0.1, 3099.5, 0.0702697, 61124.9, 0.604353, 1.52751, 192.2, 
0, 0, 700, 8000, 3, 0.2, 3099.5, 0.0703071, 60979.2, 0.607569, 1.54822, 192.481, 
0, 0, 700, 8000, 3, 0.3, 3099.49, 0.0704062, 60790.2, 0.610784, 1.56927, 192.691, 
0, 0, 700, 8000, 3, 0.4, 3099.49, 0.07038, 60525.1, 0.613335, 1.58622, 192.671, 
0, 0, 700, 8000, 3, 0.5, 3099.49, 0.0704195, 60282.7, 0.616237, 1.60577, 192.739, 
0, 0, 700, 8000, 3, 0.6, 3099.48, 0.0704499, 60003, 0.618779, 1.62315, 192.688, 
0, 0, 700, 8000, 3, 0.7, 3099.49, 0.0705217, 59712, 0.621688, 1.64332, 192.671, 
0, 0, 700, 8000, 3, 0.8, 3099.5, 0.0705791, 59379.1, 0.62394, 1.65915, 192.481, 
0, 0, 700, 8000, 3, 0.9, 3099.49, 0.0706933, 59105, 0.627094, 1.68164, 192.521, 
0, 0, 700, 8000, 3, 1, 3099.49, 0.0708025, 58781.1, 0.630103, 1.70346, 192.453, 
0, 0, 700, 8000, 3, 1.1, 3099.48, 0.0708815, 58485.1, 0.633841, 1.73105, 192.536, 
0, 0, 700, 8000, 3, 1.2, 3099.49, 0.0710407, 58058.9, 0.635885, 1.74639, 192.143, 
0, 0, 700, 8000, 3, 1.3, 3099.49, 0.0711976, 57567.9, 0.63785, 1.76129, 191.624, 
0, 0, 700, 8000, 3, 1.4, 3099.48, 0.0713767, 57158.7, 0.640398, 1.78085, 191.322, 
0, 0, 700, 8000, 3, 1.5, 3099.48, 0.0715539, 56819.4, 0.644541, 1.81327, 191.37, 
0, 0, 700, 8000, 3, 1.6, 3099.48, 0.071726, 56395.2, 0.647959, 1.84058, 191.159, 
0, 0, 700, 8000, 3, 1.7, 3099.48, 0.0719982, 55947.1, 0.651168, 1.86671, 190.869, 
0, 0, 700, 8000, 3, 1.8, 3099.47, 0.0722396, 55509.1, 0.654782, 1.89672, 190.647, 
0, 0, 700, 8000, 3, 1.9, 3099.47, 0.0724199, 54945.6, 0.657416, 1.91899, 190.058, 
0, 0, 700, 8000, 3, 2, 3099.47, 0.0726027, 54440, 0.66044, 1.94499, 189.616, 
0, 0, 700, 8000, 3, 2.1, 3099.47, 0.0727991, 53827.6, 0.662942, 1.96685, 188.904, 
0, 0, 700, 8000, 3, 2.2, 3099.46, 0.0731611, 53215.4, 0.665475, 1.98931, 188.185, 
0, 0, 700, 8000, 3, 2.3, 3099.46, 0.0734367, 52770.1, 0.670863, 2.03825, 188.153, 
0, 0, 700, 8000, 3, 2.4, 3099.47, 0.0738306, 52211.2, 0.674747, 2.07453, 187.695, 
0, 0, 700, 8000, 3, 2.5, 3099.48, 0.0741598, 51587.9, 0.678182, 2.10734, 187.045, 
0, 0, 700, 8000, 3, 2.6, 3099.49, 0.0745054, 50956.8, 0.682006, 2.14471, 186.421, 
0, 0, 700, 8000, 3, 2.7, 3099.5, 0.0748839, 50321.8, 0.685743, 2.18211, 185.763, 
0, 0, 700, 8000, 3, 2.8, 3099.5, 0.0752725, 49678.4, 0.689748, 2.22318, 185.11, 
0, 0, 700, 8000, 3, 2.9, 3099.48, 0.0756614, 48937.8, 0.692758, 2.25476, 184.125, 
0, 0, 700, 8000, 3, 3, 3099.5, 0.0760225, 48149.9, 0.695958, 2.28902, 183.058, 
0, 0, 700, 8000, 3, 3.1, 3099.51, 0.0764765, 47343, 0.698759, 2.31961, 181.883, 
0, 0, 700, 8000, 3, 3.2, 3099.53, 0.0769285, 46486.1, 0.701527, 2.35039, 180.586, 
0, 0, 700, 8000, 3, 3.3, 3099.52, 0.0776148, 45616.1, 0.705247, 2.39267, 179.362, 
0, 0, 700, 8000, 3, 3.4, 3099.52, 0.0780641, 44677.8, 0.708598, 2.43168, 177.929, 
0, 0, 700, 8000, 3, 3.5, 3099.53, 0.0788396, 43636.5, 0.710969, 2.45984, 176.137, 
0, 0, 700, 8000, 3, 3.6, 3099.52, 0.0796815, 42464.1, 0.712017, 2.47242, 173.883, 
0, 0, 700, 8000, 3, 3.7, 3099.52, 0.0804176, 41394.6, 0.715042, 2.50929, 172.043, 
0, 0, 700, 8000, 3, 3.8, 3099.51, 0.0812551, 40378.3, 0.71918, 2.56099, 170.409, 
0, 0, 700, 8000, 3, 3.9, 3099.52, 0.0821295, 39180.1, 0.721709, 2.59336, 168.157, 
